process,arrival_time,burst_time
P0,9,12
P1,73,20
P2,42,6
P3,33,1
P4,19,20
P5,94,9
P6,2,18
P7,84,20
P8,16,15
P9,41,3
P10,97,12
P11,75,20
P12,31,18
P13,76,19
P14,43,16
P15,21,11
P16,35,5
P17,35,13
P18,46,1
P19,12,20
P20,78,3
P21,71,20
P22,70,2
P23,19,13
P24,22,8
P25,5,18
P26,96,11
P27,31,14
P28,35,13
P29,77,12
P30,37,15
P31,100,7
P32,73,16
P33,27,15
P34,28,17
P35,73,11
P36,82,7
P37,86,14
P38,3,5
P39,24,11
P40,9,15
P41,21,16
P42,92,10
P43,92,17
P44,88,1
P45,20,5
P46,19,14
P47,69,15
P48,29,16
P49,68,20
P50,53,11
P51,27,9
P52,4,14
P53,3,6
P54,0,16
P55,29,19
P56,57,5
P57,72,9
P58,93,4
P59,69,15
P60,75,1
P61,20,10
P62,33,1
P63,4,3
P64,62,8
P65,92,10
P66,23,19
P67,50,12
P68,39,4
P69,48,10
P70,47,3
P71,33,3
P72,36,10
P73,54,20
P74,1,11
P75,94,17
P76,55,4
P77,60,9
P78,9,11
P79,50,7
P80,37,7
P81,24,16
P82,6,9
P83,19,11
P84,100,7
P85,86,14
P86,85,8
P87,58,1
P88,15,12
P89,51,6
P90,88,6
P91,47,4
P92,80,18
P93,53,15
P94,77,1
P95,37,15
P96,76,11
P97,43,11
P98,36,4
P99,67,7
