process,arrival_time,burst_time
P0,4,13
P1,37,5
P2,40,16
P3,92,10
P4,61,9
P5,31,15
P6,98,4
P7,61,19
P8,86,19
P9,79,12
P10,76,9
P11,43,18
P12,63,17
P13,81,8
P14,21,13
P15,20,7
P16,15,19
P17,80,5
P18,58,18
P19,33,10
P20,9,16
P21,24,5
P22,55,7
P23,28,5
P24,58,19
P25,92,6
P26,9,6
P27,73,4
P28,48,8
P29,91,10
P30,89,3
P31,2,12
P32,87,4
P33,12,2
P34,21,6
P35,28,7
P36,46,7
P37,39,9
P38,95,5
P39,40,4
P40,47,1
P41,51,6
P42,91,18
P43,54,19
P44,64,13
P45,97,3
P46,35,3
P47,30,13
P48,14,3
P49,31,5
P50,77,8
P51,17,18
P52,34,19
P53,85,19
P54,93,7
P55,26,15
P56,65,15
P57,91,8
P58,32,13
P59,5,14
P60,5,13
P61,12,4
P62,73,9
P63,57,8
P64,25,18
P65,81,13
P66,49,6
P67,76,8
P68,45,13
P69,20,5
P70,72,8
P71,82,19
P72,65,19
P73,57,2
P74,80,10
P75,39,16
P76,88,3
P77,72,5
P78,25,6
P79,41,10
P80,45,7
P81,10,5
P82,65,10
P83,8,19
P84,24,5
P85,68,19
P86,95,8
P87,32,3
P88,66,18
P89,89,4
P90,13,20
P91,9,5
P92,49,2
P93,13,15
P94,69,7
P95,60,3
P96,17,9
P97,50,18
P98,67,11
P99,72,15
