process,arrival_time,burst_time
P0,11,10
P1,30,20
P2,40,11
P3,79,14
P4,80,6
P5,37,13
P6,40,6
P7,45,5
P8,57,18
P9,81,6
P10,34,11
P11,55,14
P12,16,19
P13,52,2
P14,10,20
P15,56,19
P16,33,5
P17,27,17
P18,81,19
P19,86,16
P20,42,2
P21,98,15
P22,81,16
P23,100,12
P24,47,3
P25,62,20
P26,88,18
P27,16,13
P28,87,5
P29,75,19
P30,51,11
P31,79,19
P32,59,19
P33,10,17
P34,3,18
P35,99,10
P36,47,19
P37,19,15
P38,25,14
P39,64,9
P40,96,12
P41,27,10
P42,71,17
P43,72,11
P44,42,12
P45,39,9
P46,46,1
P47,92,7
P48,71,9
P49,7,10
P50,63,8
P51,97,9
P52,49,1
P53,14,18
P54,93,5
P55,79,1
P56,55,11
P57,24,5
P58,66,10
P59,96,12
P60,11,12
P61,71,1
P62,63,17
P63,98,13
P64,96,13
P65,49,17
P66,41,19
P67,72,8
P68,42,10
P69,32,8
P70,88,15
P71,66,20
P72,50,1
P73,44,20
P74,81,10
P75,71,18
P76,29,1
P77,37,20
P78,63,14
P79,8,1
P80,18,19
P81,89,4
P82,6,12
P83,51,6
P84,97,20
P85,70,11
P86,3,19
P87,33,12
P88,2,10
P89,14,6
P90,18,18
P91,14,2
P92,38,2
P93,57,16
P94,17,14
P95,95,13
P96,60,15
P97,11,13
P98,92,20
P99,81,2
