process,arrival_time,burst_time
P0,14,16
P1,99,20
P2,55,16
P3,98,13
P4,20,10
P5,20,20
P6,32,10
P7,67,5
P8,24,5
P9,5,1
P10,90,11
P11,31,8
P12,88,9
P13,7,5
P14,41,14
P15,4,18
P16,31,3
P17,33,7
P18,86,1
P19,25,6
P20,56,3
P21,55,2
P22,1,12
P23,48,3
P24,44,1
P25,69,20
P26,38,9
P27,84,10
P28,79,9
P29,43,20
P30,58,17
P31,88,10
P32,24,18
P33,88,6
P34,75,19
P35,11,7
P36,76,16
P37,51,12
P38,38,14
P39,84,19
P40,75,6
P41,29,18
P42,30,8
P43,92,4
P44,15,3
P45,72,10
P46,73,3
P47,9,2
P48,93,1
P49,77,13
P50,18,18
P51,13,11
P52,72,13
P53,92,8
P54,41,14
P55,5,9
P56,92,20
P57,92,10
P58,81,1
P59,66,19
P60,80,15
P61,90,14
P62,57,2
P63,61,14
P64,30,12
P65,10,1
P66,46,1
P67,55,17
P68,82,20
P69,70,17
P70,13,10
P71,48,4
P72,48,6
P73,96,18
P74,78,3
P75,87,7
P76,28,16
P77,14,16
P78,72,8
P79,15,4
P80,45,16
P81,6,3
P82,2,8
P83,92,9
P84,8,8
P85,65,13
P86,82,1
P87,12,6
P88,83,13
P89,5,5
P90,9,8
P91,70,2
P92,97,6
P93,94,19
P94,74,20
P95,37,10
P96,35,5
P97,38,20
P98,42,7
P99,66,14
