process,arrival_time,burst_time
P0,64,1
P1,3,6
P2,49,13
P3,85,17
P4,36,10
P5,20,15
P6,1,2
P7,99,8
P8,71,1
P9,23,9
P10,52,7
P11,83,12
P12,98,7
P13,83,5
P14,86,6
P15,100,15
P16,54,20
P17,100,8
P18,28,5
P19,23,16
P20,50,5
P21,4,9
P22,100,8
P23,64,4
P24,75,13
P25,53,15
P26,5,17
P27,91,11
P28,52,2
P29,82,11
P30,24,7
P31,7,6
P32,69,8
P33,34,17
P34,54,6
P35,92,11
P36,22,2
P37,57,6
P38,54,10
P39,91,11
P40,22,16
P41,13,1
P42,68,1
P43,28,8
P44,75,17
P45,70,20
P46,78,7
P47,61,12
P48,93,1
P49,53,8
P50,99,3
P51,61,9
P52,46,15
P53,72,10
P54,44,18
P55,7,11
P56,99,6
P57,51,15
P58,66,1
P59,58,4
P60,46,12
P61,0,1
P62,81,14
P63,26,9
P64,99,8
P65,8,13
P66,59,3
P67,35,4
P68,6,3
P69,7,1
P70,26,2
P71,30,12
P72,29,16
P73,14,14
P74,51,7
P75,1,12
P76,66,4
P77,3,12
P78,34,12
P79,80,6
P80,12,16
P81,71,2
P82,14,17
P83,84,16
P84,28,5
P85,14,1
P86,85,4
P87,47,12
P88,82,6
P89,0,6
P90,11,14
P91,6,19
P92,7,13
P93,29,20
P94,61,17
P95,15,11
P96,5,15
P97,39,20
P98,24,12
P99,22,9
