process,arrival_time,burst_time
P0,47,20
P1,77,8
P2,73,20
P3,9,13
P4,43,7
P5,91,5
P6,3,12
P7,93,6
P8,53,15
P9,32,5
P10,15,5
P11,70,9
P12,2,3
P13,8,16
P14,27,10
P15,29,20
P16,34,11
P17,93,17
P18,49,13
P19,44,16
P20,32,19
P21,83,4
P22,27,11
P23,95,18
P24,79,1
P25,3,18
P26,96,9
P27,85,7
P28,87,20
P29,82,14
P30,6,1
P31,29,2
P32,15,9
P33,79,5
P34,98,12
P35,65,18
P36,36,14
P37,57,17
P38,34,19
P39,94,2
P40,19,11
P41,62,6
P42,94,15
P43,72,14
P44,62,4
P45,31,4
P46,55,1
P47,46,3
P48,87,11
P49,40,20
P50,86,18
P51,43,14
P52,18,19
P53,82,2
P54,5,12
P55,88,18
P56,62,4
P57,99,12
P58,41,6
P59,25,13
P60,48,13
P61,47,10
P62,61,6
P63,15,8
P64,17,2
P65,31,1
P66,3,14
P67,89,3
P68,34,1
P69,51,12
P70,85,3
P71,39,5
P72,88,18
P73,27,17
P74,12,9
P75,39,8
P76,81,8
P77,0,20
P78,30,17
P79,67,11
P80,85,10
P81,55,5
P82,4,12
P83,76,1
P84,5,16
P85,21,13
P86,19,13
P87,12,19
P88,26,17
P89,30,20
P90,21,16
P91,27,12
P92,8,5
P93,62,12
P94,19,18
P95,41,11
P96,61,20
P97,39,2
P98,33,11
P99,75,5
