process,arrival_time,burst_time
P0,74,18
P1,34,9
P2,49,11
P3,9,3
P4,60,19
P5,85,14
P6,25,19
P7,58,15
P8,53,3
P9,88,18
P10,31,19
P11,86,3
P12,71,19
P13,14,20
P14,42,6
P15,26,19
P16,83,18
P17,28,13
P18,71,8
P19,79,12
P20,66,12
P21,22,14
P22,22,13
P23,15,12
P24,94,20
P25,7,3
P26,25,19
P27,85,6
P28,66,16
P29,44,1
P30,57,13
P31,82,15
P32,83,12
P33,95,16
P34,4,13
P35,83,1
P36,75,8
P37,47,10
P38,13,11
P39,75,18
P40,100,11
P41,0,5
P42,99,13
P43,100,6
P44,98,16
P45,49,1
P46,55,9
P47,97,7
P48,49,18
P49,79,7
P50,47,3
P51,65,19
P52,67,14
P53,59,14
P54,33,18
P55,49,9
P56,28,5
P57,5,5
P58,10,20
P59,34,4
P60,22,18
P61,4,19
P62,73,12
P63,67,9
P64,89,20
P65,7,20
P66,14,8
P67,18,15
P68,63,5
P69,19,1
P70,22,5
P71,95,12
P72,31,4
P73,27,18
P74,22,20
P75,97,6
P76,40,12
P77,86,10
P78,46,11
P79,66,20
P80,19,2
P81,67,7
P82,84,10
P83,78,4
P84,70,1
P85,93,7
P86,7,9
P87,35,14
P88,15,8
P89,80,5
P90,82,13
P91,16,5
P92,86,16
P93,83,11
P94,42,1
P95,67,4
P96,45,13
P97,18,2
P98,71,10
P99,63,17
