process,arrival_time,burst_time
P0,91,3
P1,22,5
P2,96,7
P3,14,17
P4,1,11
P5,9,7
P6,95,16
P7,50,1
P8,64,5
P9,97,2
P10,59,16
P11,26,12
P12,75,15
P13,31,20
P14,67,20
P15,12,3
P16,64,5
P17,94,11
P18,11,2
P19,18,6
P20,99,7
P21,26,19
P22,70,11
P23,26,5
P24,29,8
P25,19,18
P26,74,12
P27,78,2
P28,54,18
P29,18,2
P30,21,11
P31,97,14
P32,39,15
P33,92,1
P34,29,4
P35,42,6
P36,93,13
P37,5,8
P38,47,5
P39,10,15
P40,59,3
P41,6,18
P42,42,3
P43,70,17
P44,49,3
P45,35,3
P46,15,15
P47,82,13
P48,78,18
P49,100,18
P50,36,4
P51,23,6
P52,98,18
P53,82,17
P54,27,6
P55,86,4
P56,7,14
P57,54,3
P58,80,20
P59,31,11
P60,66,13
P61,76,14
P62,95,14
P63,33,19
P64,59,20
P65,86,16
P66,23,18
P67,85,18
P68,12,17
P69,94,11
P70,13,10
P71,91,8
P72,54,1
P73,57,15
P74,33,7
P75,78,19
P76,22,4
P77,66,19
P78,84,12
P79,86,14
P80,97,16
P81,98,6
P82,26,18
P83,6,16
P84,0,20
P85,67,3
P86,23,3
P87,28,2
P88,35,11
P89,57,6
P90,92,4
P91,81,7
P92,52,15
P93,53,7
P94,79,20
P95,18,12
P96,58,11
P97,51,8
P98,75,13
P99,25,9
