process,arrival_time,burst_time
P0,80,12
P1,79,10
P2,17,12
P3,61,8
P4,98,5
P5,98,15
P6,95,3
P7,49,4
P8,79,16
P9,12,18
P10,7,15
P11,34,12
P12,48,6
P13,97,3
P14,71,8
P15,96,18
P16,65,14
P17,94,14
P18,97,6
P19,88,2
P20,47,19
P21,13,1
P22,21,9
P23,91,6
P24,67,5
P25,71,10
P26,67,19
P27,74,8
P28,70,19
P29,93,3
P30,24,5
P31,6,18
P32,24,16
P33,15,20
P34,18,16
P35,63,10
P36,23,5
P37,23,6
P38,63,14
P39,61,2
P40,21,12
P41,9,19
P42,32,6
P43,85,1
P44,0,11
P45,4,5
P46,34,8
P47,81,6
P48,92,14
P49,31,7
P50,41,5
P51,98,19
P52,42,12
P53,89,13
P54,40,8
P55,73,10
P56,37,10
P57,66,14
P58,20,5
P59,91,1
P60,48,4
P61,67,14
P62,99,6
P63,32,7
P64,57,16
P65,73,7
P66,16,4
P67,10,14
P68,87,13
P69,99,1
P70,38,6
P71,79,5
P72,64,20
P73,95,13
P74,7,20
P75,45,20
P76,10,6
P77,26,18
P78,86,10
P79,100,1
P80,22,2
P81,49,12
P82,91,17
P83,25,17
P84,61,5
P85,29,12
P86,22,1
P87,63,15
P88,97,8
P89,39,15
P90,41,3
P91,53,15
P92,45,2
P93,89,12
P94,62,2
P95,9,12
P96,44,19
P97,41,3
P98,7,3
P99,59,13
