process,arrival_time,burst_time
P0,26,7
P1,63,15
P2,3,5
P3,4,8
P4,52,10
P5,11,11
P6,2,2
P7,36,5
P8,99,9
P9,21,15
P10,91,9
P11,69,20
P12,13,11
P13,9,18
P14,99,16
P15,32,10
P16,45,13
P17,26,5
P18,90,3
P19,70,7
P20,22,5
P21,26,9
P22,19,13
P23,20,1
P24,70,12
P25,94,8
P26,13,20
P27,5,20
P28,57,20
P29,54,7
P30,86,11
P31,55,12
P32,28,15
P33,24,9
P34,44,15
P35,83,7
P36,74,18
P37,96,19
P38,7,3
P39,42,11
P40,100,19
P41,39,3
P42,28,13
P43,79,9
P44,72,1
P45,73,16
P46,68,2
P47,25,5
P48,17,5
P49,6,5
P50,81,6
P51,78,9
P52,6,10
P53,38,8
P54,75,7
P55,84,13
P56,70,6
P57,98,8
P58,48,12
P59,96,5
P60,29,4
P61,6,3
P62,9,10
P63,8,17
P64,11,15
P65,49,4
P66,39,7
P67,4,12
P68,72,14
P69,64,12
P70,25,13
P71,78,10
P72,82,20
P73,61,19
P74,24,11
P75,61,13
P76,89,20
P77,1,13
P78,77,3
P79,68,20
P80,12,1
P81,0,11
P82,0,19
P83,42,17
P84,52,19
P85,91,17
P86,88,16
P87,12,10
P88,84,10
P89,46,5
P90,79,2
P91,44,14
P92,53,16
P93,73,3
P94,86,15
P95,20,8
P96,4,3
P97,1,13
P98,62,10
P99,82,6
