process,arrival_time,burst_time
P0,38,8
P1,35,7
P2,22,18
P3,25,5
P4,66,17
P5,36,9
P6,100,19
P7,13,5
P8,45,20
P9,3,6
P10,78,14
P11,85,11
P12,76,10
P13,47,19
P14,43,5
P15,53,17
P16,66,8
P17,55,2
P18,3,10
P19,47,7
P20,30,11
P21,100,6
P22,9,10
P23,10,10
P24,68,9
P25,19,12
P26,2,8
P27,30,2
P28,67,1
P29,36,19
P30,51,3
P31,58,11
P32,97,4
P33,51,13
P34,49,11
P35,93,14
P36,8,19
P37,13,9
P38,39,18
P39,60,3
P40,53,7
P41,19,1
P42,28,16
P43,20,4
P44,10,17
P45,20,17
P46,75,10
P47,24,13
P48,59,3
P49,20,10
P50,42,6
P51,11,7
P52,87,20
P53,95,9
P54,5,6
P55,44,20
P56,93,2
P57,51,2
P58,85,6
P59,53,17
P60,92,2
P61,69,7
P62,16,7
P63,61,3
P64,93,13
P65,19,14
P66,22,13
P67,67,20
P68,42,17
P69,10,4
P70,65,1
P71,52,5
P72,68,15
P73,85,6
P74,86,9
P75,67,19
P76,70,15
P77,90,4
P78,23,4
P79,85,15
P80,23,7
P81,89,8
P82,7,17
P83,92,20
P84,91,1
P85,16,10
P86,26,11
P87,30,16
P88,10,4
P89,6,7
P90,78,8
P91,63,18
P92,57,4
P93,89,12
P94,98,3
P95,31,11
P96,37,6
P97,6,20
P98,100,15
P99,23,9
