process,arrival_time,burst_time
P0,63,19
P1,92,16
P2,90,20
P3,89,14
P4,15,12
P5,71,7
P6,53,2
P7,51,5
P8,94,5
P9,16,6
P10,19,4
P11,25,12
P12,26,9
P13,89,14
P14,71,20
P15,73,4
P16,88,6
P17,6,14
P18,88,11
P19,3,1
P20,48,16
P21,31,3
P22,97,17
P23,28,12
P24,12,6
P25,45,18
P26,65,16
P27,33,12
P28,55,18
P29,12,11
P30,11,8
P31,49,9
P32,30,14
P33,63,7
P34,10,3
P35,3,15
P36,41,12
P37,57,8
P38,77,3
P39,30,20
P40,56,5
P41,10,7
P42,26,16
P43,58,1
P44,76,9
P45,72,4
P46,21,17
P47,89,12
P48,56,15
P49,91,6
P50,14,12
P51,86,18
P52,95,14
P53,7,5
P54,1,9
P55,56,2
P56,14,16
P57,43,2
P58,4,10
P59,55,7
P60,35,2
P61,96,9
P62,28,15
P63,83,5
P64,69,8
P65,21,9
P66,60,9
P67,56,3
P68,23,5
P69,97,2
P70,21,10
P71,68,1
P72,71,10
P73,86,1
P74,95,12
P75,98,16
P76,31,18
P77,36,10
P78,27,1
P79,38,16
P80,66,18
P81,1,6
P82,54,11
P83,96,11
P84,10,14
P85,48,9
P86,85,15
P87,69,10
P88,81,16
P89,94,1
P90,6,10
P91,97,20
P92,74,17
P93,21,10
P94,38,12
P95,98,18
P96,18,2
P97,18,16
P98,94,8
P99,49,10
