process,arrival_time,burst_time
P0,79,14
P1,94,17
P2,96,10
P3,36,7
P4,66,15
P5,29,7
P6,40,16
P7,47,3
P8,67,4
P9,53,15
P10,81,18
P11,84,14
P12,93,1
P13,34,1
P14,13,10
P15,98,14
P16,1,6
P17,66,1
P18,1,20
P19,9,18
P20,53,12
P21,55,7
P22,94,15
P23,10,9
P24,66,20
P25,18,5
P26,34,3
P27,6,10
P28,56,4
P29,13,3
P30,65,1
P31,26,19
P32,15,6
P33,1,12
P34,77,11
P35,84,13
P36,46,11
P37,61,17
P38,59,11
P39,27,19
P40,7,20
P41,49,13
P42,100,9
P43,66,19
P44,59,19
P45,33,19
P46,96,9
P47,40,19
P48,99,7
P49,46,3
P50,7,18
P51,45,11
P52,49,8
P53,89,1
P54,35,14
P55,95,10
P56,88,8
P57,16,12
P58,8,10
P59,12,10
P60,84,9
P61,33,7
P62,90,4
P63,16,7
P64,94,7
P65,9,7
P66,20,5
P67,61,15
P68,47,3
P69,39,7
P70,64,11
P71,0,6
P72,65,9
P73,76,17
P74,70,4
P75,94,14
P76,32,7
P77,43,13
P78,19,14
P79,9,4
P80,81,3
P81,85,1
P82,49,18
P83,36,9
P84,12,14
P85,47,17
P86,88,19
P87,7,12
P88,9,10
P89,37,1
P90,19,8
P91,56,3
P92,98,20
P93,60,12
P94,95,9
P95,6,20
P96,96,13
P97,8,19
P98,55,10
P99,64,18
