process,arrival_time,burst_time
P0,14,2
P1,20,5
P2,96,19
P3,32,18
P4,56,11
P5,96,3
P6,19,6
P7,100,5
P8,53,11
P9,26,19
P10,3,20
P11,84,3
P12,73,20
P13,2,5
P14,38,20
P15,19,19
P16,86,16
P17,37,7
P18,29,3
P19,21,17
P20,60,14
P21,78,18
P22,2,10
P23,6,6
P24,16,6
P25,44,13
P26,92,13
P27,74,11
P28,17,14
P29,100,2
P30,63,7
P31,15,2
P32,85,14
P33,21,14
P34,23,3
P35,12,20
P36,56,8
P37,33,13
P38,71,2
P39,46,14
P40,50,9
P41,58,14
P42,84,4
P43,47,11
P44,3,7
P45,9,2
P46,6,5
P47,50,20
P48,41,5
P49,52,6
P50,84,15
P51,34,9
P52,18,17
P53,22,18
P54,14,3
P55,59,20
P56,100,1
P57,52,3
P58,88,9
P59,50,9
P60,21,2
P61,75,18
P62,96,10
P63,3,8
P64,26,14
P65,89,11
P66,31,9
P67,69,10
P68,63,9
P69,92,19
P70,14,11
P71,39,18
P72,19,20
P73,44,7
P74,84,10
P75,38,3
P76,15,11
P77,34,12
P78,70,4
P79,47,18
P80,65,14
P81,19,7
P82,43,9
P83,33,13
P84,67,1
P85,28,16
P86,96,11
P87,15,19
P88,48,14
P89,14,11
P90,48,6
P91,11,2
P92,50,16
P93,38,1
P94,98,5
P95,56,20
P96,84,7
P97,53,2
P98,24,18
P99,66,20
