process,arrival_time,burst_time
P0,34,1
P1,81,4
P2,36,17
P3,49,12
P4,97,15
P5,45,13
P6,72,7
P7,24,4
P8,90,10
P9,67,13
P10,91,16
P11,46,20
P12,60,2
P13,61,5
P14,25,16
P15,0,9
P16,14,8
P17,95,20
P18,6,1
P19,5,17
P20,20,4
P21,34,8
P22,14,4
P23,29,12
P24,79,9
P25,53,2
P26,47,12
P27,49,18
P28,35,8
P29,38,13
P30,19,5
P31,42,16
P32,11,16
P33,76,4
P34,80,8
P35,4,5
P36,70,4
P37,91,6
P38,80,6
P39,76,10
P40,76,18
P41,51,1
P42,11,10
P43,64,6
P44,3,5
P45,53,5
P46,73,15
P47,8,11
P48,44,4
P49,62,14
P50,4,4
P51,93,4
P52,80,20
P53,64,8
P54,8,17
P55,53,1
P56,68,15
P57,5,6
P58,49,17
P59,59,11
P60,25,16
P61,68,12
P62,52,2
P63,60,8
P64,18,3
P65,78,11
P66,11,7
P67,25,13
P68,24,9
P69,3,16
P70,9,16
P71,37,20
P72,21,17
P73,8,11
P74,16,12
P75,58,13
P76,48,1
P77,55,13
P78,66,14
P79,87,20
P80,64,19
P81,74,8
P82,62,3
P83,40,16
P84,3,13
P85,43,14
P86,46,9
P87,11,8
P88,11,7
P89,19,19
P90,74,1
P91,40,2
P92,46,18
P93,53,17
P94,31,9
P95,23,20
P96,17,15
P97,51,1
P98,2,20
P99,94,8
